"id_nuts","name_nuts","id_dim_native","name_dim_native","name_dim_unified","id_var_native","name_var_native","year_native","month_native","val","value_source","id_source_native","name_source_native","month_unified"
"SK0422_0425","Košice (districts I - IV)","HU","Hungary","Hungary","page_content_activity_by_country_unique","Page content activity by country_unique",2021,"10","16","Facebook Graph API","140831155939489","Visit Kosice",10
"SK0422_0425","Košice (districts I - IV)","HU","Hungary","Hungary","page_content_activity_by_country_unique","Page content activity by country_unique",2021,"11","13","Facebook Graph API","140831155939489","Visit Kosice",11
"SK0422_0425","Košice (districts I - IV)","HU","Hungary","Hungary","page_content_activity_by_country_unique","Page content activity by country_unique",2021,"12","14","Facebook Graph API","140831155939489","Visit Kosice",12
"SK0422_0425","Košice (districts I - IV)","HU","Hungary","Hungary","page_impressions_by_country_unique","Page impressions by country_unique",2021,"1","234","Facebook Graph API","140831155939489","Visit Kosice",1
"SK0422_0425","Košice (districts I - IV)","HU","Hungary","Hungary","page_impressions_by_country_unique","Page impressions by country_unique",2021,"2","41190","Facebook Graph API","140831155939489","Visit Kosice",2
"SK0422_0425","Košice (districts I - IV)","HU","Hungary","Hungary","page_impressions_by_country_unique","Page impressions by country_unique",2021,"3","344","Facebook Graph API","140831155939489","Visit Kosice",3
"SK0422_0425","Košice (districts I - IV)","HU","Hungary","Hungary","page_impressions_by_country_unique","Page impressions by country_unique",2021,"4","461","Facebook Graph API","140831155939489","Visit Kosice",4
"SK0422_0425","Košice (districts I - IV)","HU","Hungary","Hungary","page_impressions_by_country_unique","Page impressions by country_unique",2021,"5","1196","Facebook Graph API","140831155939489","Visit Kosice",5
"SK0422_0425","Košice (districts I - IV)","HU","Hungary","Hungary","page_impressions_by_country_unique","Page impressions by country_unique",2021,"6","281","Facebook Graph API","140831155939489","Visit Kosice",6
"SK0422_0425","Košice (districts I - IV)","HU","Hungary","Hungary","page_impressions_by_country_unique","Page impressions by country_unique",2021,"7","8047","Facebook Graph API","140831155939489","Visit Kosice",7
"SK0422_0425","Košice (districts I - IV)","HU","Hungary","Hungary","page_impressions_by_country_unique","Page impressions by country_unique",2021,"8","344","Facebook Graph API","140831155939489","Visit Kosice",8
"SK0422_0425","Košice (districts I - IV)","HU","Hungary","Hungary","page_impressions_by_country_unique","Page impressions by country_unique",2021,"9","349","Facebook Graph API","140831155939489","Visit Kosice",9
"SK0422_0425","Košice (districts I - IV)","HU","Hungary","Hungary","page_impressions_by_country_unique","Page impressions by country_unique",2021,"10","415","Facebook Graph API","140831155939489","Visit Kosice",10
"SK0422_0425","Košice (districts I - IV)","HU","Hungary","Hungary","page_impressions_by_country_unique","Page impressions by country_unique",2021,"11","212","Facebook Graph API","140831155939489","Visit Kosice",11
"SK0422_0425","Košice (districts I - IV)","HU","Hungary","Hungary","page_impressions_by_country_unique","Page impressions by country_unique",2021,"12","280","Facebook Graph API","140831155939489","Visit Kosice",12
"SK0422_0425","Košice (districts I - IV)","PL","Poland","Poland","page_content_activity_by_country_unique","Page content activity by country_unique",2021,"1","6","Facebook Graph API","140831155939489","Visit Kosice",1
"SK0422_0425","Košice (districts I - IV)","PL","Poland","Poland","page_content_activity_by_country_unique","Page content activity by country_unique",2021,"2","155","Facebook Graph API","140831155939489","Visit Kosice",2
"SK0422_0425","Košice (districts I - IV)","PL","Poland","Poland","page_content_activity_by_country_unique","Page content activity by country_unique",2021,"3","51","Facebook Graph API","140831155939489","Visit Kosice",3
"SK0422_0425","Košice (districts I - IV)","PL","Poland","Poland","page_content_activity_by_country_unique","Page content activity by country_unique",2021,"4","39","Facebook Graph API","140831155939489","Visit Kosice",4
"SK0422_0425","Košice (districts I - IV)","PL","Poland","Poland","page_content_activity_by_country_unique","Page content activity by country_unique",2021,"5","1","Facebook Graph API","140831155939489","Visit Kosice",5
"SK0422_0425","Košice (districts I - IV)","PL","Poland","Poland","page_content_activity_by_country_unique","Page content activity by country_unique",2021,"6","9","Facebook Graph API","140831155939489","Visit Kosice",6
"SK0422_0425","Košice (districts I - IV)","PL","Poland","Poland","page_content_activity_by_country_unique","Page content activity by country_unique",2021,"7","13","Facebook Graph API","140831155939489","Visit Kosice",7
"SK0422_0425","Košice (districts I - IV)","PL","Poland","Poland","page_content_activity_by_country_unique","Page content activity by country_unique",2021,"8","13","Facebook Graph API","140831155939489","Visit Kosice",8
"SK0422_0425","Košice (districts I - IV)","PL","Poland","Poland","page_content_activity_by_country_unique","Page content activity by country_unique",2021,"9","11","Facebook Graph API","140831155939489","Visit Kosice",9
"SK0422_0425","Košice (districts I - IV)","PL","Poland","Poland","page_content_activity_by_country_unique","Page content activity by country_unique",2021,"10","7","Facebook Graph API","140831155939489","Visit Kosice",10
"SK0422_0425","Košice (districts I - IV)","PL","Poland","Poland","page_content_activity_by_country_unique","Page content activity by country_unique",2021,"11","16","Facebook Graph API","140831155939489","Visit Kosice",11
"SK0422_0425","Košice (districts I - IV)","PL","Poland","Poland","page_content_activity_by_country_unique","Page content activity by country_unique",2021,"12","30","Facebook Graph API","140831155939489","Visit Kosice",12
"SK0422_0425","Košice (districts I - IV)","PL","Poland","Poland","page_impressions_by_country_unique","Page impressions by country_unique",2021,"1","327","Facebook Graph API","140831155939489","Visit Kosice",1
"SK0422_0425","Košice (districts I - IV)","PL","Poland","Poland","page_impressions_by_country_unique","Page impressions by country_unique",2021,"2","48960","Facebook Graph API","140831155939489","Visit Kosice",2
"SK0422_0425","Košice (districts I - IV)","PL","Poland","Poland","page_impressions_by_country_unique","Page impressions by country_unique",2021,"3","452","Facebook Graph API","140831155939489","Visit Kosice",3
"SK0422_0425","Košice (districts I - IV)","PL","Poland","Poland","page_impressions_by_country_unique","Page impressions by country_unique",2021,"4","541","Facebook Graph API","140831155939489","Visit Kosice",4
"SK0422_0425","Košice (districts I - IV)","PL","Poland","Poland","page_impressions_by_country_unique","Page impressions by country_unique",2021,"5","391","Facebook Graph API","140831155939489","Visit Kosice",5
"SK0422_0425","Košice (districts I - IV)","PL","Poland","Poland","page_impressions_by_country_unique","Page impressions by country_unique",2021,"6","365","Facebook Graph API","140831155939489","Visit Kosice",6
"SK0422_0425","Košice (districts I - IV)","PL","Poland","Poland","page_impressions_by_country_unique","Page impressions by country_unique",2021,"7","6442","Facebook Graph API","140831155939489","Visit Kosice",7
"SK0422_0425","Košice (districts I - IV)","PL","Poland","Poland","page_impressions_by_country_unique","Page impressions by country_unique",2021,"8","537","Facebook Graph API","140831155939489","Visit Kosice",8
"SK0422_0425","Košice (districts I - IV)","PL","Poland","Poland","page_impressions_by_country_unique","Page impressions by country_unique",2021,"9","533","Facebook Graph API","140831155939489","Visit Kosice",9
"SK0422_0425","Košice (districts I - IV)","PL","Poland","Poland","page_impressions_by_country_unique","Page impressions by country_unique",2021,"10","553","Facebook Graph API","140831155939489","Visit Kosice",10
"SK0422_0425","Košice (districts I - IV)","PL","Poland","Poland","page_impressions_by_country_unique","Page impressions by country_unique",2021,"11","460","Facebook Graph API","140831155939489","Visit Kosice",11
"SK0422_0425","Košice (districts I - IV)","PL","Poland","Poland","page_impressions_by_country_unique","Page impressions by country_unique",2021,"12","507","Facebook Graph API","140831155939489","Visit Kosice",12
"SK0422_0425","Košice (districts I - IV)",NULL,"Czechia","Czechia",NULL,"Sessions",2021,"01","100","Google Analytics","154432670","visitkosice.org",1
"SK0422_0425","Košice (districts I - IV)",NULL,"Czechia","Czechia",NULL,"Sessions",2021,"02","106","Google Analytics","154432670","visitkosice.org",2
"SK0422_0425","Košice (districts I - IV)",NULL,"Czechia","Czechia",NULL,"Sessions",2021,"03","121","Google Analytics","154432670","visitkosice.org",3
"SK0422_0425","Košice (districts I - IV)",NULL,"Czechia","Czechia",NULL,"Sessions",2021,"04","142","Google Analytics","154432670","visitkosice.org",4
"SK0422_0425","Košice (districts I - IV)",NULL,"Czechia","Czechia",NULL,"Sessions",2021,"05","179","Google Analytics","154432670","visitkosice.org",5
"SK0422_0425","Košice (districts I - IV)",NULL,"Czechia","Czechia",NULL,"Sessions",2021,"06","256","Google Analytics","154432670","visitkosice.org",6
"SK0422_0425","Košice (districts I - IV)",NULL,"Czechia","Czechia",NULL,"Sessions",2021,"07","430","Google Analytics","154432670","visitkosice.org",7
"SK0422_0425","Košice (districts I - IV)",NULL,"Czechia","Czechia",NULL,"Sessions",2021,"08","371","Google Analytics","154432670","visitkosice.org",8
"SK0422_0425","Košice (districts I - IV)",NULL,"Czechia","Czechia",NULL,"Sessions",2021,"09","246","Google Analytics","154432670","visitkosice.org",9
"SK0422_0425","Košice (districts I - IV)",NULL,"Czechia","Czechia",NULL,"Sessions",2021,"10","157","Google Analytics","154432670","visitkosice.org",10
"SK0422_0425","Košice (districts I - IV)",NULL,"Czechia","Czechia",NULL,"Sessions",2021,"11","126","Google Analytics","154432670","visitkosice.org",11
"SK0422_0425","Košice (districts I - IV)",NULL,"Czechia","Czechia",NULL,"Sessions",2021,"12","78","Google Analytics","154432670","visitkosice.org",12
"SK0422_0425","Košice (districts I - IV)",NULL,"Czechia","Czechia",NULL,"Users",2021,"01","95","Google Analytics","154432670","visitkosice.org",1
"SK0422_0425","Košice (districts I - IV)",NULL,"Czechia","Czechia",NULL,"Users",2021,"02","102","Google Analytics","154432670","visitkosice.org",2
"SK0422_0425","Košice (districts I - IV)",NULL,"Czechia","Czechia",NULL,"Users",2021,"03","100","Google Analytics","154432670","visitkosice.org",3
"SK0422_0425","Košice (districts I - IV)",NULL,"Czechia","Czechia",NULL,"Users",2021,"04","114","Google Analytics","154432670","visitkosice.org",4
"SK0422_0425","Košice (districts I - IV)",NULL,"Czechia","Czechia",NULL,"Users",2021,"05","149","Google Analytics","154432670","visitkosice.org",5
"SK0422_0425","Košice (districts I - IV)",NULL,"Czechia","Czechia",NULL,"Users",2021,"06","190","Google Analytics","154432670","visitkosice.org",6
"SK0422_0425","Košice (districts I - IV)",NULL,"Czechia","Czechia",NULL,"Users",2021,"07","334","Google Analytics","154432670","visitkosice.org",7
"SK0422_0425","Košice (districts I - IV)",NULL,"Czechia","Czechia",NULL,"Users",2021,"08","304","Google Analytics","154432670","visitkosice.org",8
"SK0422_0425","Košice (districts I - IV)",NULL,"Czechia","Czechia",NULL,"Users",2021,"09","215","Google Analytics","154432670","visitkosice.org",9
"SK0422_0425","Košice (districts I - IV)",NULL,"Czechia","Czechia",NULL,"Users",2021,"10","133","Google Analytics","154432670","visitkosice.org",10
"SK0422_0425","Košice (districts I - IV)",NULL,"Czechia","Czechia",NULL,"Users",2021,"11","104","Google Analytics","154432670","visitkosice.org",11
"SK0422_0425","Košice (districts I - IV)",NULL,"Czechia","Czechia",NULL,"Users",2021,"12","74","Google Analytics","154432670","visitkosice.org",12
"SK0422_0425","Košice (districts I - IV)",NULL,"Hungary","Hungary",NULL,"Sessions",2021,"01","180","Google Analytics","154432670","visitkosice.org",1
"SK0422_0425","Košice (districts I - IV)",NULL,"Hungary","Hungary",NULL,"Sessions",2021,"02","141","Google Analytics","154432670","visitkosice.org",2
"SK0422_0425","Košice (districts I - IV)",NULL,"Hungary","Hungary",NULL,"Sessions",2021,"03","179","Google Analytics","154432670","visitkosice.org",3
"SK0422_0425","Košice (districts I - IV)",NULL,"Hungary","Hungary",NULL,"Sessions",2021,"04","145","Google Analytics","154432670","visitkosice.org",4
"SK0422_0425","Košice (districts I - IV)",NULL,"Hungary","Hungary",NULL,"Sessions",2021,"05","138","Google Analytics","154432670","visitkosice.org",5
"SK0422_0425","Košice (districts I - IV)",NULL,"Hungary","Hungary",NULL,"Sessions",2021,"06","221","Google Analytics","154432670","visitkosice.org",6
"SK0422_0425","Košice (districts I - IV)",NULL,"Hungary","Hungary",NULL,"Sessions",2021,"07","416","Google Analytics","154432670","visitkosice.org",7
"SK0422_0425","Košice (districts I - IV)",NULL,"Hungary","Hungary",NULL,"Sessions",2021,"08","511","Google Analytics","154432670","visitkosice.org",8
"SK0422_0425","Košice (districts I - IV)",NULL,"Hungary","Hungary",NULL,"Sessions",2021,"09","337","Google Analytics","154432670","visitkosice.org",9
"SK0422_0425","Košice (districts I - IV)",NULL,"Hungary","Hungary",NULL,"Sessions",2021,"10","431","Google Analytics","154432670","visitkosice.org",10
"SK0422_0425","Košice (districts I - IV)",NULL,"Hungary","Hungary",NULL,"Sessions",2021,"11","584","Google Analytics","154432670","visitkosice.org",11
"SK0422_0425","Košice (districts I - IV)",NULL,"Hungary","Hungary",NULL,"Sessions",2021,"12","273","Google Analytics","154432670","visitkosice.org",12
"SK0422_0425","Košice (districts I - IV)",NULL,"Hungary","Hungary",NULL,"Users",2021,"01","176","Google Analytics","154432670","visitkosice.org",1
"SK0422_0425","Košice (districts I - IV)",NULL,"Hungary","Hungary",NULL,"Users",2021,"02","129","Google Analytics","154432670","visitkosice.org",2
"SK0422_0425","Košice (districts I - IV)",NULL,"Hungary","Hungary",NULL,"Users",2021,"03","154","Google Analytics","154432670","visitkosice.org",3
"SK0422_0425","Košice (districts I - IV)",NULL,"Hungary","Hungary",NULL,"Users",2021,"04","135","Google Analytics","154432670","visitkosice.org",4
"SK0422_0425","Košice (districts I - IV)",NULL,"Hungary","Hungary",NULL,"Users",2021,"05","123","Google Analytics","154432670","visitkosice.org",5
"SK0422_0425","Košice (districts I - IV)",NULL,"Hungary","Hungary",NULL,"Users",2021,"06","208","Google Analytics","154432670","visitkosice.org",6
"SK0422_0425","Košice (districts I - IV)",NULL,"Hungary","Hungary",NULL,"Users",2021,"07","347","Google Analytics","154432670","visitkosice.org",7
"SK0422_0425","Košice (districts I - IV)",NULL,"Hungary","Hungary",NULL,"Users",2021,"08","421","Google Analytics","154432670","visitkosice.org",8
"SK0422_0425","Košice (districts I - IV)",NULL,"Hungary","Hungary",NULL,"Users",2021,"09","307","Google Analytics","154432670","visitkosice.org",9
"SK0422_0425","Košice (districts I - IV)",NULL,"Hungary","Hungary",NULL,"Users",2021,"10","377","Google Analytics","154432670","visitkosice.org",10
"SK0422_0425","Košice (districts I - IV)",NULL,"Hungary","Hungary",NULL,"Users",2021,"11","518","Google Analytics","154432670","visitkosice.org",11
"SK0422_0425","Košice (districts I - IV)",NULL,"Hungary","Hungary",NULL,"Users",2021,"12","223","Google Analytics","154432670","visitkosice.org",12
"SK0422_0425","Košice (districts I - IV)",NULL,"Poland","Poland",NULL,"Sessions",2021,"01","28","Google Analytics","154432670","visitkosice.org",1
"SK0422_0425","Košice (districts I - IV)",NULL,"Poland","Poland",NULL,"Sessions",2021,"02","29","Google Analytics","154432670","visitkosice.org",2
"SK0422_0425","Košice (districts I - IV)",NULL,"Poland","Poland",NULL,"Sessions",2021,"03","20","Google Analytics","154432670","visitkosice.org",3
"SK0422_0425","Košice (districts I - IV)",NULL,"Poland","Poland",NULL,"Sessions",2021,"04","13","Google Analytics","154432670","visitkosice.org",4
"SK0422_0425","Košice (districts I - IV)",NULL,"Poland","Poland",NULL,"Sessions",2021,"05","20","Google Analytics","154432670","visitkosice.org",5
"SK0422_0425","Košice (districts I - IV)",NULL,"Poland","Poland",NULL,"Sessions",2021,"06","47","Google Analytics","154432670","visitkosice.org",6
"SK0422_0425","Košice (districts I - IV)",NULL,"Poland","Poland",NULL,"Sessions",2021,"07","59","Google Analytics","154432670","visitkosice.org",7
"SK0422_0425","Košice (districts I - IV)",NULL,"Poland","Poland",NULL,"Sessions",2021,"08","62","Google Analytics","154432670","visitkosice.org",8
"SK0422_0425","Košice (districts I - IV)",NULL,"Poland","Poland",NULL,"Sessions",2021,"09","64","Google Analytics","154432670","visitkosice.org",9
"SK0422_0425","Košice (districts I - IV)",NULL,"Poland","Poland",NULL,"Sessions",2021,"10","36","Google Analytics","154432670","visitkosice.org",10
"SK0422_0425","Košice (districts I - IV)",NULL,"Poland","Poland",NULL,"Sessions",2021,"11","33","Google Analytics","154432670","visitkosice.org",11
"SK0422_0425","Košice (districts I - IV)",NULL,"Poland","Poland",NULL,"Sessions",2021,"12","27","Google Analytics","154432670","visitkosice.org",12
"SK0422_0425","Košice (districts I - IV)",NULL,"Poland","Poland",NULL,"Users",2021,"01","25","Google Analytics","154432670","visitkosice.org",1
"SK0422_0425","Košice (districts I - IV)",NULL,"Poland","Poland",NULL,"Users",2021,"02","26","Google Analytics","154432670","visitkosice.org",2
"SK0422_0425","Košice (districts I - IV)",NULL,"Poland","Poland",NULL,"Users",2021,"03","18","Google Analytics","154432670","visitkosice.org",3
"SK0422_0425","Košice (districts I - IV)",NULL,"Poland","Poland",NULL,"Users",2021,"04","12","Google Analytics","154432670","visitkosice.org",4
"SK0422_0425","Košice (districts I - IV)",NULL,"Poland","Poland",NULL,"Users",2021,"05","20","Google Analytics","154432670","visitkosice.org",5
"SK0422_0425","Košice (districts I - IV)",NULL,"Poland","Poland",NULL,"Users",2021,"06","44","Google Analytics","154432670","visitkosice.org",6
"SK0422_0425","Košice (districts I - IV)",NULL,"Poland","Poland",NULL,"Users",2021,"07","44","Google Analytics","154432670","visitkosice.org",7
"SK0422_0425","Košice (districts I - IV)",NULL,"Poland","Poland",NULL,"Users",2021,"08","54","Google Analytics","154432670","visitkosice.org",8
"SK0422_0425","Košice (districts I - IV)",NULL,"Poland","Poland",NULL,"Users",2021,"09","48","Google Analytics","154432670","visitkosice.org",9
"SK0422_0425","Košice (districts I - IV)",NULL,"Poland","Poland",NULL,"Users",2021,"10","34","Google Analytics","154432670","visitkosice.org",10
"SK0422_0425","Košice (districts I - IV)",NULL,"Poland","Poland",NULL,"Users",2021,"11","31","Google Analytics","154432670","visitkosice.org",11
"SK0422_0425","Košice (districts I - IV)",NULL,"Poland","Poland",NULL,"Users",2021,"12","25","Google Analytics","154432670","visitkosice.org",12
